time,servo1,servo2,servo3,servo4,servo5,servo6,servo7
0.0370635986328125,0.00027258097165551155,-1.5704322316831243,1.5706329970427848,-1.4412291064261179e-05,0.0013192603810800862,-2.0916672822693983e-05,0.0
0.13703608512878418,0.0002722259534791133,-1.5683868505119332,1.5685873543883675,-1.4393520035380187e-05,0.0013175421341612315,-2.0889430278958333e-05,0.0
0.23705410957336426,0.0002714744789546808,-1.5640573486861453,1.5642572990754737,-1.4353786999329578e-05,0.001313905084364785,-2.083176540724451e-05,0.0
0.33704161643981934,0.00027034021610214545,-1.557522472344617,1.5577215873099313,-1.429381463121146e-05,0.001308415383326622,-2.0744727031684672e-05,0.0
0.437147855758667,0.0002688341779897825,-1.5488456715414158,1.549043677257315,-1.421418522972603e-05,0.0013011263330236242,-2.0629160247020723e-05,0.0
0.5370504856109619,0.0002669748606306091,-1.538133508135292,1.5383301443993325,-1.4115876742532337e-05,0.0012921274520198837,-2.0486484356480074e-05,0.0
0.6370439529418945,0.0002647705678259787,-1.5254338231666957,1.5256288358924714,-1.399932822009424e-05,0.0012814589297536851,-2.0317336557498188e-05,0.0
0.7371013164520264,0.0002622342933459632,-1.5108214781903728,1.5110146228618413,-1.3865226687610759e-05,0.0012691836545695554,-2.01227139352189e-05,0.0
0.8370611667633057,0.00025938347960193967,-1.4943969649055724,1.4945880098536333,-1.3714494385207829e-05,0.0012553860457214883,-1.9903954944083088e-05,0.0
0.9370391368865967,0.00025622838731686575,-1.4762193988475982,1.4764081199605303,-1.3547673832507776e-05,0.0012401157639220313,-1.9661846947140073e-05,0.0
1.0371301174163818,0.00025277863000535653,-1.456344166763073,1.4565303470098427,-1.3365273329007592e-05,0.001223419337470198,-1.93971276434987e-05,0.0
1.1370549201965332,0.0002490572410365812,-1.434903971771837,1.4350874110862877,-1.3168510727951555e-05,0.0012054082452091493,-1.9111564513273204e-05,0.0
1.2370266914367676,0.0002450699557278291,-1.41193185699893,1.4121123595391658,-1.2957689275239832e-05,0.001186110245411323,-1.8805597659654e-05,0.0
1.3370347023010254,0.00024083005577472727,-1.387504342836724,1.387681722543279,-1.273351121968327e-05,0.0011655896199476363,-1.8480246261934035e-05,0.0
1.4371674060821533,0.00023634640443724538,-1.3616724935581563,1.3618465708996639,-1.2496445192242002e-05,0.0011438892659713794,-1.8136190447958633e-05,0.0
1.5370075702667236,0.0002316514477005658,-1.3346232415841133,1.3347938609268026,-1.2248206723459026e-05,0.001121166218298726,-1.777591998086991e-05,0.0
1.6369726657867432,0.00022673928709020165,-1.3063226037851206,1.3064896051507895,-1.1988483940753422e-05,0.0010973919289952688,-1.7398982237506945e-05,0.0
1.7370519638061523,0.0002216228874680977,-1.2768452751663129,1.2770085081258307,-1.1717962340852348e-05,0.0010726291464935415,-1.70063720847302e-05,0.0
1.8370246887207031,0.00021632670162500422,-1.2463321366208635,1.2464914687554294,-1.1437934826688414e-05,0.0010469962194730132,-1.6599965922864393e-05,0.0
1.937056064605713,0.00021085530596975016,-1.2148095544056927,1.2149648566671907,-1.1148643368695838e-05,0.0010205152972231916,-1.6180114925528113e-05,0.0
2.0369815826416016,0.00020523099275376048,-1.1824059618077685,1.1825571215670996,-1.0851266634681343e-05,0.0009932942716630597,-1.5748529702697936e-05,0.0
